Channel,imaqtpie,Reckful,RatedEpicz,LIRIK,Nightblue3,nl_Kripp,Meteos,sneakylol,Doublelift,Amaz,IzakOOO,SilverName,Castro_1021,TimTheTatman,YoDa,CohhCarnage,hanryang1125,Dyrus
Language,English,English,English,English,English,English,English,English,English,English,Polish,Russian,English,English,Portuguese,English,Korean,English
2019-08-02,1170,0,16443,109493,0,169509,0,21455,13333,3915,13284,97003,0,118360,47854,83337,121881,0
2019-08-03,0,0,8152,98542,0,43582,0,42868,0,15123,0,0,0,136180,28435,82500,102577,0
2019-08-04,0,0,12511,134918,0,55107,0,22279,0,13290,0,0,0,0,0,87363,0,0
2019-08-05,0,0,10103,93529,0,78079,0,0,0,26097,13853,14079,31996,207668,0,82460,115291,0
2019-08-06,38346,0,18724,118362,0,215745,0,32823,0,8677,15481,94758,33038,235789,0,75490,103109,0
2019-08-07,37192,31868,15070,121386,0,170884,0,25452,0,12323,17265,74025,0,147867,0,43909,94694,14188
2019-08-08,28658,0,9063,0,5441,93341,0,27434,0,5362,11368,51990,38139,214704,0,67798,95407,0
2019-08-09,8610,0,5182,117430,15316,88129,0,0,0,5510,19094,41184,55977,0,40460,88919,0,23796
2019-08-10,29878,0,17287,130397,65979,73086,0,28494,0,0,32996,0,0,0,28804,92723,139274,8808
2019-08-11,28369,0,23378,130073,7785,82240,0,0,0,0,32517,54174,0,0,0,88780,123842,19267
2019-08-12,23795,0,16701,109518,72361,79258,2767,21469,0,26212,0,49856,0,256826,0,49906,141740,8068
2019-08-13,24158,0,14296,102444,31577,77959,5502,20538,0,34416,0,44204,27046,237867,0,64956,79051,17571
2019-08-14,31923,0,15023,96926,14401,76090,2284,0,0,22182,0,2548,0,166067,0,51512,106498,10275
2019-08-15,27184,0,11969,0,37276,52397,6547,18689,0,21426,24433,29319,0,196784,0,52619,78074,11126
2019-08-16,5117,0,16666,0,27609,42936,3506,0,0,20640,29219,53150,0,161761,0,129420,0,9586
2019-08-17,24258,0,14566,134402,10557,38264,2672,0,0,8395,29236,54999,0,0,0,119745,63787,19724
2019-08-18,25597,0,22509,134083,83027,39930,0,0,0,0,28821,0,0,0,0,93993,84624,15870
2019-08-19,27956,0,16450,188054,12648,55402,0,0,0,17647,25230,56358,0,153237,114836,128024,117147,14136
2019-08-20,32092,8014,47831,119091,60498,51825,4698,14727,0,24811,31125,33846,25933,205052,88863,98624,99075,4289
2019-08-21,30966,7349,5730,108497,35272,53941,9522,0,0,14655,30067,30395,0,183462,122298,67856,91260,9742
2019-08-22,35857,0,16270,0,57893,36600,0,0,0,0,0,42957,0,203318,140922,72637,98257,3986
2019-08-23,3331,0,14530,115424,39921,50122,0,0,0,0,147701,0,0,102654,136507,74417,0,5040
2019-08-24,20144,0,13482,120758,29069,51712,0,0,0,0,112083,26504,0,0,78781,72811,112943,12450
2019-08-25,27328,0,39024,135253,0,39960,0,0,0,0,97680,25510,0,0,0,161799,90066,10490
2019-08-26,39179,0,11046,181146,3904,44651,0,0,0,25394,99533,44067,0,195397,40695,105990,90889,3756
2019-08-27,21617,0,28439,162120,37741,43400,5840,0,0,31768,20919,127943,0,304111,172525,63519,0,4457
2019-08-28,21477,0,13585,152482,40387,39001,1389,59435,0,12537,161239,133687,0,281918,77650,59813,150695,12131
2019-08-29,31837,0,7716,28768,33284,41085,6392,47030,0,15511,128456,91339,0,173485,55582,64427,157986,10388
2019-08-30,0,0,13102,166255,27330,40084,6296,27016,0,14919,110888,73847,0,169681,90274,90625,160650,8545
2019-08-31,19364,0,17417,99666,23459,38248,8501,0,0,4690,143470,50295,0,0,0,59254,123225,7849
2019-09-01,27594,0,48167,137360,10647,41629,8406,0,0,0,126725,33572,0,0,21784,57588,153258,9154
2019-09-02,31140,0,23672,133233,30772,39894,1574,61383,0,14967,0,0,0,184680,77706,50472,129891,5289
2019-09-03,21845,0,30501,91005,0,40970,7505,36060,0,7332,17943,48197,0,150684,87552,54643,0,4320
2019-09-04,25527,0,25421,83313,16455,20687,6164,35604,0,15195,5684,45927,0,149656,119539,73490,126429,10760
2019-09-05,28990,0,16151,0,19105,0,7371,42075,0,19033,77968,22229,0,198509,102102,57353,131898,15637
2019-09-06,11783,0,0,64349,25805,51857,3922,56540,0,13088,74083,0,0,93274,133048,75419,128258,2249
2019-09-07,17527,0,0,0,438,58710,0,63203,0,4400,73918,0,0,0,39545,87364,150323,3236
2019-09-08,24672,0,0,0,23051,65283,0,0,0,0,65616,0,0,0,534,94218,137141,9197
2019-09-09,18240,0,0,105962,0,46946,1480,0,0,24109,12294,0,0,139737,105825,62779,145938,6031
2019-09-10,12358,0,0,84937,24481,41267,6958,71635,47905,14877,18484,0,56544,134827,109028,146795,58634,7213
2019-09-11,15915,0,0,112366,34946,31022,6421,71230,2578,9462,24769,50895,0,120340,86162,86883,0,7196
2019-09-12,17192,0,0,0,29165,31630,0,76870,0,12631,12769,44494,0,123728,89811,183545,0,2384
2019-09-13,414,0,14018,140827,46116,51449,0,0,0,11517,17548,18949,0,113094,102819,134581,0,7879
2019-09-14,27371,0,19399,108115,37896,48694,0,47753,0,3585,29581,0,0,0,0,131400,101654,1845
2019-09-15,23204,0,24065,118064,94114,40687,0,38445,0,0,0,0,0,0,30486,130688,143122,18517
2019-09-16,22854,0,14515,111534,14814,39669,0,0,0,16605,31054,36116,0,150169,73955,101982,124968,0
2019-09-17,19808,0,23680,101280,11689,119293,0,74740,80549,8918,4909,21227,0,125711,25258,67979,122946,13231
2019-09-18,14852,0,23021,92466,48850,107035,0,0,198219,17898,36078,35794,182888,112852,78842,63717,85856,4432
2019-09-19,11503,0,13623,0,22638,59860,0,76041,117363,15141,44068,28526,251555,145931,76980,63032,129872,0
2019-09-20,1394,0,17234,101956,15856,60364,0,0,142924,11993,0,1062,221156,133872,62139,67319,109585,2880
2019-09-21,13908,0,19784,135650,1133,55228,1034,50396,168046,7614,45399,12721,190493,23044,20707,59099,139207,9011
2019-09-22,9950,0,29070,152520,44678,38016,6738,37998,255199,0,171113,0,148936,0,104545,96400,136962,7645
2019-09-23,20072,0,13617,81977,0,39391,1118,0,156910,12566,0,39952,194693,148791,74297,54943,99589,9295
2019-09-24,17638,0,13190,122868,0,124306,1792,25692,106953,13353,0,46479,165778,135894,15035,114632,105025,19223
2019-09-25,16240,0,19103,9161,0,66900,0,33521,100439,21085,0,29482,166404,124029,100220,79254,83483,19097
2019-09-26,0,16491,37120,17396,0,36676,0,0,138150,19016,0,26110,196866,0,0,90987,121444,5311
2019-09-27,0,33526,47156,14822,10217,25731,0,0,0,12636,0,12410,208260,75804,0,80446,0,13840
2019-09-28,0,14767,29382,13695,34186,20225,0,91544,0,3574,2489,0,128198,32496,4862,92464,0,12867
2019-09-29,0,0,35911,12067,0,12960,0,0,0,0,4589,0,0,0,35358,88850,133333,9968
2019-09-30,73015,0,34753,0,30615,34732,0,0,64489,18840,36538,0,178078,0,0,71419,137224,9702
2019-10-01,25751,0,25056,106721,35726,55535,11882,8611,89318,15857,30774,26799,125307,128718,0,56089,111309,20672
2019-10-02,21672,0,12790,82542,0,0,14679,12608,110848,11824,5646,32784,126222,103554,0,62816,127929,24435
2019-10-03,35884,0,32379,6626,0,15432,0,23177,69006,18149,55338,0,110130,44222,0,51843,122307,0
2019-10-04,1080,0,15415,117819,33769,20609,0,0,80494,0,0,11908,133870,190400,26501,50675,109928,13684
2019-10-05,25218,0,18215,134353,12117,0,0,0,0,3384,0,0,123508,0,64318,39410,112310,19282
2019-10-06,30562,0,20233,161563,52051,48950,0,38878,125757,0,14580,0,93402,0,0,62037,96071,18825
2019-10-07,27475,0,14499,95446,65547,53359,0,0,77101,8951,17956,0,0,0,12854,53671,93710,1861
2019-10-08,18080,0,7542,107593,15798,99591,0,0,0,14194,16488,41849,109426,0,77974,47941,107008,20502
2019-10-09,26837,0,20862,111057,13502,80784,0,0,0,10218,0,0,102054,0,0,68320,0,16983
2019-10-10,32955,0,16744,0,0,29416,0,0,0,0,13769,36275,126009,43049,9228,45963,0,8516
2019-10-11,0,0,15795,0,0,14498,0,0,0,12431,31373,0,122704,187097,0,42954,106564,9653
2019-10-12,23345,0,6796,120681,41790,31376,0,0,0,3779,15716,0,114414,0,5616,48563,97197,22168
2019-10-13,39093,0,56762,118066,20493,203,6267,0,0,0,11208,0,199622,98648,0,53327,105885,6964
2019-10-14,24249,0,12255,128404,13533,9123,0,0,0,11701,23289,42420,46837,349489,57600,0,108879,2801
2019-10-15,37732,11688,11206,105890,11031,32955,0,0,0,5564,13849,49576,91031,293166,109747,29481,121732,12435
2019-10-16,28680,0,15200,106080,14226,98575,0,0,0,72493,27758,33426,129550,284402,0,62069,177157,17483
2019-10-17,28080,0,8629,0,29475,166729,0,0,0,51774,7590,27862,147354,49720,78234,72100,95852,10442
2019-10-18,17040,0,4224,91309,48542,75541,0,0,0,36183,9003,0,143432,244457,1997,71391,0,9047
2019-10-19,20890,0,23675,111330,46549,42266,0,0,0,25375,20829,30540,132988,0,185100,60070,118592,10251
2019-10-20,42482,0,27676,180606,56564,38775,0,0,0,31634,25194,0,101279,0,28101,64231,113737,9056
2019-10-21,38724,0,18194,42933,37486,37762,0,0,0,21848,18096,21073,0,198256,110352,76833,103005,4999
2019-10-22,25419,0,20839,122020,42156,41441,0,0,0,17949,18731,53969,108897,166200,79657,86428,111463,97
2019-10-23,33496,0,17715,138380,17641,24759,0,0,0,18723,17765,33541,122496,115112,65764,243745,0,10794
2019-10-24,59417,0,10311,0,27913,37374,0,0,0,20784,13986,43352,108640,63360,75426,176219,107708,10474
2019-10-25,15620,0,19502,139302,50094,37919,0,0,0,17450,13456,54210,114824,259003,41537,120458,101108,12311
2019-10-26,44463,0,10481,169840,10820,28126,571,0,0,0,0,45867,78691,0,0,120331,130297,2579
2019-10-27,32731,0,30741,187285,25711,35148,8426,0,0,0,18117,15797,0,0,32060,106595,162087,5980
2019-10-28,38683,0,9985,122126,0,36147,0,0,0,23488,32381,0,0,203282,191243,106812,107525,0
2019-10-29,19514,0,7280,135766,0,36723,0,0,0,12981,47373,0,0,178744,136971,75584,107373,811
2019-10-30,19697,0,15706,151918,0,36616,0,21445,0,6800,11704,0,93180,193021,90737,74786,127482,6885
2019-10-31,10888,0,15902,15027,21841,35454,0,56133,0,15420,50284,0,105309,137811,105899,56621,114760,2241
2019-11-01,0,0,15234,216097,19108,56903,0,85345,0,29909,17108,0,83227,132026,81778,61636,0,849
2019-11-02,0,0,17331,126079,13784,42062,0,126616,0,4338,44508,0,69402,0,0,65279,0,13239
2019-11-03,0,0,48283,156778,15137,27189,8515,94089,0,0,78212,0,96673,0,0,90747,150119,1890
2019-11-04,0,0,23994,121630,46894,25667,0,69280,0,19471,10463,0,0,167366,47984,61270,93830,10932
2019-11-05,0,0,22112,152725,27008,150795,0,112696,0,34653,17628,0,73344,165691,105389,34337,127287,0
2019-11-06,0,0,6044,117103,18811,266934,0,57700,0,51496,18314,0,92294,158029,125207,60376,106240,659
2019-11-07,0,0,18770,5146,0,303881,0,88216,0,54817,6477,0,105657,18002,77071,47069,142165,9051
2019-11-08,24275,0,16071,228754,11243,256818,0,56740,0,35579,0,53123,141208,60047,105529,269354,160963,1352
2019-11-09,44955,0,22117,227644,24614,287976,0,69264,0,58071,13791,83161,2399,0,99451,236998,162005,0
2019-11-10,44844,44571,25976,217881,74358,315762,0,0,0,32401,19111,68048,0,0,2451,199597,113362,0
2019-11-11,54651,4974,19454,166842,75401,294552,0,0,0,36133,22835,59368,0,0,106494,188859,91305,11230
2019-11-12,48899,0,20987,175817,27946,274925,0,53830,0,24028,18916,32390,0,0,110902,174217,95472,20917
2019-11-13,32177,0,19565,144360,63009,66379,0,65163,0,0,16200,0,108741,0,96386,95897,102220,1742
2019-11-14,22389,0,18894,7779,0,0,0,95481,0,42214,9899,50715,133680,18087,112878,78688,109774,0
2019-11-15,14995,0,18542,200246,0,19870,0,56690,0,22276,19333,55856,106587,162346,123003,236658,0,20033
2019-11-16,44626,0,32639,220874,0,40108,0,65756,0,0,19098,38940,102646,81919,120113,193809,0,0
2019-11-17,51010,0,20992,173564,0,44444,0,64498,0,0,15158,92703,91232,0,108052,128623,106118,2073
2019-11-18,38473,0,27986,135323,208705,26080,0,41662,18053,20311,22974,0,0,136385,137873,56449,93430,13774
2019-11-19,30305,0,20557,100132,416,31864,0,84711,71295,20902,27633,0,0,39434,107091,48829,100728,0
2019-11-20,43107,0,8260,130159,27639,50134,0,70229,96247,12140,22773,47429,89913,0,0,58960,87390,9619
2019-11-21,16536,0,27010,9775,1071,3341,0,113786,75883,13993,17889,50266,126813,94569,132988,124428,97835,0
2019-11-22,26431,0,25032,452831,45090,20215,0,98150,38912,0,2358,59513,135610,76488,78543,61995,81760,4007
2019-11-23,42225,0,21762,351418,17819,0,0,119165,0,12775,5184,107612,119638,49395,0,122504,153711,9000
2019-11-24,40881,32053,42054,468674,22400,111878,0,112638,0,31909,32308,126928,80207,0,38028,135198,123602,14525
2019-11-25,27704,0,26399,457804,40274,47896,0,97111,7263,26560,20112,0,0,114616,181984,109899,100667,7963
2019-11-26,20557,0,19724,470072,34129,87805,0,88390,72665,30021,36177,60756,119716,102442,15001,86052,115115,2660
2019-11-27,60071,0,20226,17268,32681,53752,0,96732,26998,32059,44288,55051,83686,102714,142633,57925,79953,1872
2019-11-28,40733,0,23513,0,36622,68663,0,121728,0,24879,26989,45977,74769,38028,96217,77263,87123,8094
2019-11-29,3868,0,27020,138656,50709,65583,0,88100,0,18196,19675,0,299504,0,0,44401,104615,0
2019-11-30,31056,0,27627,174938,10314,55410,0,97762,0,32568,22745,81193,168071,0,55428,86873,86540,0
2019-12-01,43198,36353,22545,167901,48704,63092,0,119492,0,0,38271,77583,141356,0,46768,99780,0,3060
2019-12-02,39846,15238,12885,130709,22588,30220,0,84955,0,28230,23625,19010,0,139836,19991,80375,112610,7349
2019-12-03,25144,0,23507,101797,19903,19695,0,69776,36965,10516,11851,0,95625,107967,105015,85066,117879,1147
2019-12-04,23378,0,20226,84179,15057,65674,0,11294,60284,16977,15429,0,71349,150721,0,87939,100255,15456
2019-12-05,38816,0,17629,0,15001,104663,0,0,41712,23946,8897,82687,99202,43403,88138,0,96167,0
2019-12-06,11246,0,8818,110527,13176,187321,0,0,6993,17517,2619,57501,163533,256992,90644,70474,0,289
2019-12-07,28910,0,29516,144191,20044,190143,0,0,0,0,30823,85437,91813,0,126393,108077,85341,2507
2019-12-08,54802,29578,51585,190993,17434,125730,0,0,0,0,54067,93776,102365,0,0,80817,147274,24928
2019-12-09,41818,0,30442,131667,0,137078,0,0,4395,19912,0,0,0,176456,110886,83966,120980,2639
2019-12-10,20673,0,27241,174387,16601,170722,0,77883,55560,14204,15482,97069,78247,203027,155566,99316,92513,13705
2019-12-11,25361,0,39297,137129,7739,134520,0,68501,0,18483,9214,75179,70939,162921,191297,58947,0,0
2019-12-12,23427,0,34951,5658,29697,110889,0,83619,0,13665,10623,0,163616,74341,172955,61382,107515,0
2019-12-13,3017,0,26442,208372,7139,78773,0,92195,0,13252,11968,54717,142395,250028,144872,58370,119308,8668
2019-12-14,18987,0,28006,119573,25843,68894,0,47642,0,0,17927,91832,108359,192060,65221,93652,85183,0
2019-12-15,24549,17659,56864,118558,0,35545,0,0,0,0,7033,112069,77589,0,0,88562,106941,0
2019-12-16,42524,43385,30386,0,0,51120,0,60039,0,14545,0,0,0,161426,57242,80728,109867,0
2019-12-17,33101,0,37008,0,0,44155,0,90644,0,27334,8499,64649,89647,165466,125140,82657,77241,0
2019-12-18,35277,0,37722,0,0,33456,0,60895,0,14617,451,57095,65256,169540,63935,63478,109199,0
2019-12-19,35047,0,34395,0,0,82073,0,16250,0,11606,10133,3896,111628,139592,0,85511,78864,0
2019-12-20,8054,0,22177,0,0,54493,0,84156,14715,11452,5919,70122,183752,106394,48602,78570,0,0
2019-12-21,29444,0,13841,0,0,55411,0,78183,19576,0,65773,75614,140720,0,87902,88944,126242,0
2019-12-22,48145,39203,27293,0,0,51551,0,78699,23975,0,58867,66320,126759,0,56145,97944,105121,0
2019-12-23,47053,8071,37424,134568,0,46833,0,0,46160,16344,9945,48176,0,216056,70687,84927,105291,0
2019-12-24,24069,24916,30356,143292,14026,60742,0,62072,0,15426,0,0,0,141882,0,67645,90730,0
2019-12-25,43746,41895,34491,121580,0,57231,0,12860,0,21821,0,83228,0,0,619,40044,0,0
2019-12-26,52568,57799,13207,0,0,50675,0,54517,12607,13480,0,59371,90183,65817,171967,100229,122118,0
2019-12-27,6142,0,33123,122945,0,60628,0,7803,75207,17033,8094,0,86281,222452,85894,75977,127536,0
2019-12-28,44681,0,25951,146467,0,64049,0,67282,0,0,0,67582,0,104959,19088,102821,134198,0
2019-12-29,70175,23096,38613,173044,0,121233,0,33085,0,0,14812,80713,86978,0,0,103159,162671,0
2019-12-30,42020,22634,32035,168804,0,102389,0,93200,0,14746,11256,100359,92929,158571,0,161724,150089,0
2019-12-31,42400,0,28281,147425,0,59529,0,70489,0,18470,0,62112,0,89180,0,160830,134939,0
2020-01-01,80676,0,22901,200250,0,49849,0,0,0,0,24771,0,0,0,0,192421,138596,0
2020-01-02,53401,0,41891,5887,11993,54885,0,110057,0,16083,19121,0,147507,194084,0,186387,140687,0
2020-01-03,6299,0,28353,98142,17975,51363,0,85997,0,13281,17441,75288,136820,217689,0,133405,0,0
2020-01-04,50399,0,40090,136476,21548,54946,0,86794,0,0,191,31226,119222,122307,78218,173295,137360,0
2020-01-05,62930,45951,59339,157114,33428,54461,0,92393,0,0,9605,85055,126586,0,141414,166043,161016,0
2020-01-06,54182,863,19899,137196,40428,56251,0,81317,21414,12185,16522,0,582191,135420,129430,104640,96525,0
2020-01-07,42698,0,42741,114304,13834,46851,0,85648,19295,13868,27881,105260,489347,114409,130824,40552,119780,0
2020-01-08,36151,0,37916,115016,12467,39206,0,63288,0,12020,0,84906,365885,158153,141047,84795,105403,0
2020-01-09,21161,0,18467,6099,26391,50705,0,27219,6139,10401,6675,50918,366806,131819,163714,87844,91420,0
2020-01-10,765,25531,12634,115669,48392,112608,0,72121,76103,8805,8497,88328,263909,0,126226,81253,0,0
2020-01-11,47566,0,39397,133351,38933,52024,0,118497,35815,0,6238,57927,213428,0,138912,81973,152958,0
2020-01-12,46048,9882,43883,186411,83080,65960,0,120486,58897,0,0,60066,171420,0,151371,86709,151421,0
2020-01-13,49887,0,40151,146506,58952,77711,0,100648,0,14252,31258,78510,177084,102793,84673,59570,129709,0
2020-01-14,48790,0,19111,175150,55861,51562,0,99582,22718,11840,244,29868,56369,128545,116971,54511,0,0
2020-01-15,56158,0,34263,134419,20516,70206,0,43549,24305,12600,0,59185,0,237689,116941,54120,119604,0
2020-01-16,49315,11368,22508,6484,31327,45702,0,0,0,11238,19735,0,105222,39550,130408,62166,122520,0
2020-01-17,6550,0,21931,112739,79776,51436,0,93053,23225,0,26022,34419,162405,0,96951,52401,89800,0
2020-01-18,57544,0,44162,136306,29315,44520,0,102450,19163,0,15397,68662,115352,0,0,95942,110903,0
2020-01-19,61061,10781,54679,31865,114765,74202,0,119512,10824,0,37303,82881,132402,0,0,122916,121345,0
2020-01-20,49183,0,23901,136687,112368,52906,0,106563,0,20522,30786,39421,16034,168620,0,35353,91053,0
2020-01-21,37042,0,31560,147592,72733,119343,0,109903,10820,8617,28475,0,90999,0,0,21158,113721,0
2020-01-22,36876,7293,32231,135111,78324,134074,0,99061,0,15381,37542,43364,88105,0,0,54483,117483,0
2020-01-23,34382,0,21139,0,65454,62357,0,111962,15538,23114,33460,62544,106135,47538,0,45205,90393,0
2020-01-24,7272,0,4698,106154,79575,53095,0,98479,23680,14451,3033,0,114476,182526,0,46945,0,0
2020-01-25,43811,0,32585,125367,46904,58286,0,116422,2770,0,37072,48156,91573,78400,0,56841,0,0
2020-01-26,43787,14731,48188,183088,72937,42537,0,105733,0,0,38118,68630,69061,0,0,72734,0,0
2020-01-27,37098,27820,37746,137404,95557,58749,0,115745,0,12645,36101,49540,0,132283,0,78198,0,0
2020-01-28,32886,0,25238,119863,74689,109838,0,95161,0,14214,25296,0,75172,0,0,18382,90613,0
2020-01-29,37433,13527,27631,118455,71104,66944,0,75834,50936,17292,39757,74761,41908,0,0,74431,112867,0
2020-01-30,11228,2736,18544,2713,67479,39049,0,85566,11642,0,18698,63076,83224,13260,104216,80099,92935,0
2020-01-31,5303,11896,10063,119836,45242,32754,0,30530,0,15433,45403,0,217478,14043,193324,68028,120940,0
2020-02-01,36754,0,27331,118944,44872,34540,0,86903,0,0,22939,62007,125556,0,135241,73947,125572,0
2020-02-02,35048,3115,48837,134011,36708,49174,0,107172,0,0,39288,67085,0,0,0,47460,112512,0
2020-02-03,36832,17695,16312,123589,80234,64636,0,96512,0,17366,50271,67805,0,0,76506,29411,125121,0
2020-02-04,14732,0,27909,114157,63274,65931,0,88679,0,15172,46100,0,87189,0,152006,39853,118453,0
2020-02-05,11924,0,39288,109613,57548,50207,0,71251,0,16723,31850,58413,84618,129988,87365,55914,113515,0
2020-02-06,33428,0,24612,0,96276,56908,0,76142,0,15687,38648,65134,99076,69583,80307,53554,109205,0
2020-02-07,7236,0,13047,105592,67465,54251,0,61936,18396,14515,2777,72051,150776,142966,88005,90427,0,0
2020-02-08,12959,0,27926,123535,20558,56865,0,34821,0,0,8567,71064,20297,84467,66868,85580,106532,0
2020-02-09,28307,17387,57254,163014,69347,41873,0,0,0,0,35831,60122,0,0,131370,91435,113081,0
2020-02-10,32904,5406,22801,126645,216887,53687,0,111590,0,12600,36302,0,0,129378,149239,73005,98985,0
2020-02-11,36315,0,30799,116800,23805,58681,0,83195,28878,8750,38842,71603,0,68171,107369,59922,104389,0
2020-02-12,22065,4283,9090,105906,90165,51509,0,73004,42353,13816,67068,49440,88928,108024,103856,26188,135692,0
2020-02-13,20275,0,47367,2882,45685,51149,0,80815,0,11142,22819,0,77783,98965,141285,89739,152104,0
2020-02-14,6767,0,32374,81359,63917,58244,0,74918,0,13232,23525,48321,215105,73051,41600,111293,0,0
2020-02-15,23294,0,34780,103383,64978,58531,0,56295,0,0,6876,79561,206333,149035,131170,87694,138404,0
2020-02-16,35239,17088,36384,157704,76387,58170,0,73464,23117,0,29057,82179,87063,0,8222,94894,178417,0
2020-02-17,23543,8885,22940,103817,46586,54213,0,77646,0,11060,52623,0,155000,112772,100839,83617,96567,0
2020-02-18,19567,0,28589,53312,70458,9321,0,80407,6474,0,9522,78651,94410,76427,79538,81792,0,4734
2020-02-19,16520,0,7094,109176,99679,39627,0,48066,34635,9240,24817,15873,0,123908,33270,58843,134097,7005
2020-02-20,17639,0,23696,2028,91768,38198,0,67543,33413,15709,23249,57702,128586,191810,71970,96764,156459,6905
2020-02-21,5702,0,1677,107180,83535,38879,0,69194,0,11573,40122,57575,200647,0,56473,83913,140605,12853
2020-02-22,11451,3722,27662,122695,75110,0,0,60962,0,0,4537,58088,162049,109941,102262,107363,130312,11128
2020-02-23,23615,33410,46080,149052,75628,61979,0,77657,0,0,26852,72042,103413,0,29057,114369,150423,5230
2020-02-24,32375,0,37498,120587,84458,65213,0,33387,0,13936,61309,0,0,114873,49181,71933,156523,0
2020-02-25,16800,0,20310,90981,60280,43914,0,60064,45258,8923,3872,0,110255,111594,83172,39360,109603,0
2020-02-26,22038,0,17308,118328,52791,175702,0,79115,45412,8627,0,47274,62169,137552,136610,58230,94719,0
2020-02-27,36943,0,12392,3145,94897,235563,0,26307,0,14799,0,73420,101939,122322,119241,103270,0,0
2020-02-28,2247,0,28508,91435,67858,72952,0,71147,0,10721,0,81860,134318,126375,75712,66774,116223,0
2020-02-29,38753,0,20194,135742,96374,78865,0,0,0,13625,0,58830,89786,0,0,28815,123590,11928
2020-03-01,5593,0,37850,164301,79136,113265,0,20951,0,0,0,44238,0,0,0,91417,149544,0
2020-03-02,31840,0,23632,108202,109115,65851,0,78601,0,12178,25721,73515,53718,106397,69804,26470,157394,0
2020-03-03,40254,0,29515,140945,52355,67266,0,0,0,0,27168,61155,0,97697,157694,39050,115527,0
2020-03-04,8226,0,33945,148676,85630,61074,0,79748,0,11749,33962,45512,86108,141198,97737,65288,136678,4427
2020-03-05,38495,0,20835,28836,55737,56529,0,69942,0,11298,29286,0,73560,137503,126765,21844,0,0
2020-03-06,0,0,6126,130586,45383,49086,0,54942,0,20001,0,60886,150082,115663,179145,45497,136143,2618
2020-03-07,35673,0,30610,146667,37164,63511,0,74090,0,0,22286,0,104112,0,0,83907,170486,0
2020-03-08,44071,0,32276,202132,78402,66981,0,0,0,0,11110,0,134083,0,16291,57283,154445,0
2020-03-09,38340,0,21651,145599,80559,49670,0,146535,0,14122,24469,70703,0,104896,173799,76584,122852,10005
2020-03-10,28101,0,20093,150248,75189,53796,0,91991,18377,9559,19435,67907,78231,276335,116791,76644,0,0
2020-03-11,13614,0,17355,150427,56807,73876,0,105139,9992,9917,36805,46050,0,261655,107851,71820,149319,0
2020-03-12,37675,0,20917,0,59979,38865,0,95884,0,12038,39819,42754,80033,286668,104407,0,157184,5473
2020-03-13,3548,0,12212,154797,73971,65300,0,90160,0,4270,40324,62949,92928,7857,125620,105058,125483,1893
2020-03-14,57444,0,44046,206329,89265,43268,0,29709,0,0,40839,71844,104687,0,152544,66396,138825,3325
2020-03-15,33885,0,2543,174704,127411,32174,0,79384,113015,0,42471,64831,98075,0,69236,77141,132939,0
2020-03-16,34693,0,15384,0,98840,24730,0,88071,0,14532,43472,0,103372,0,109813,90294,99525,12888
2020-03-17,18432,0,33701,0,40747,74514,0,30564,34939,16224,30971,94367,78604,86719,101397,104049,0,4601
2020-03-18,29950,0,23387,105928,84933,127402,0,61491,0,15126,31159,63934,89249,262627,52902,77885,111002,18593
2020-03-19,39531,0,28950,0,84067,49572,0,0,26739,12869,54394,88930,73008,304014,57074,164944,203239,1749
2020-03-20,8055,0,22517,166217,96605,49025,0,74191,0,14592,20625,102135,100387,186318,90374,136854,166569,8142
2020-03-21,38952,0,26399,183832,44040,53192,0,73937,35632,15732,27489,89076,78783,0,123558,64337,172482,20901
2020-03-22,42662,0,20428,204711,99602,67394,0,108407,0,0,39353,67590,0,0,63209,101130,206595,0
2020-03-23,19932,0,23973,375343,65778,72546,0,101077,0,18171,37007,83524,94541,219189,155080,111208,158574,0
2020-03-24,23559,0,21123,290505,86970,76260,0,82448,0,16220,30896,46659,58323,203648,178531,111317,165044,15178
2020-03-25,0,0,26160,177692,89029,64411,0,80527,37150,19190,51655,0,77258,279624,129380,88086,165769,244
2020-03-26,24418,0,19249,61947,26768,163295,0,62905,59265,20766,38911,59908,62220,373681,105147,84252,121236,11367
2020-03-27,0,0,20322,116326,70638,131272,0,66904,0,24111,38631,71322,260604,123617,84424,73317,0,0
2020-03-28,32760,58176,5412,163370,75297,84869,0,72937,0,0,0,40236,333174,0,43743,84012,149138,13353
2020-03-29,36640,45682,54005,221426,79903,68239,0,79531,0,0,16195,67047,0,0,106808,56674,136622,133
2020-03-30,49014,0,26217,229906,41651,66428,0,2920,0,19424,25241,84400,96874,0,174755,170545,153113,2319
2020-03-31,40767,0,30126,193828,57653,46290,0,59451,0,16206,22341,36268,89280,178282,169171,190502,0,0
2020-04-01,47412,0,27055,189354,58247,37045,0,64908,0,8522,22148,0,83354,213265,22239,144922,113861,4105
2020-04-02,39412,0,38946,0,111362,83100,0,55822,0,15777,22576,84918,126190,216632,171838,87785,126798,7531
2020-04-03,0,0,17420,249946,82744,62359,0,56068,0,12235,114034,108897,160503,569468,153465,164836,126691,3601
2020-04-04,44896,0,39796,184781,75518,71951,0,25492,0,0,23775,52236,132059,0,274580,162086,115523,913
2020-04-05,44344,56029,39620,191469,80154,70001,0,79888,0,0,43159,0,65663,0,148119,89683,153951,0
